coverage,fetal_fraction,state,mean,variance
2500,0.2,2,2750.11282,4489.456406211568
3000,0.01,1,2999.8188,5986.998216542146
3000,0.01,2,3014.82338,6003.959984975534
3000,0.02,1,2999.86169,5945.796998313895
3000,0.02,2,3029.88863,5970.9581163042485
3000,0.03,1,3000.24769,5820.066160325635
3000,0.03,2,3045.2699,5864.407698067028
3000,0.04,1,2999.9139,5817.989266682763
3000,0.04,2,3059.89438,5884.039584811442
3000,0.05,1,2999.79775,5754.941574353348
3000,0.05,2,3074.81422,5834.00508584254
3000,0.06,1,3000.09735,5622.499617973706
3000,0.06,2,3090.12869,5720.881717701093
3000,0.07,1,2999.87266,5637.618020704625
3000,0.07,2,3104.86446,5749.500283911084
3000,0.08,1,2999.75404,5507.888802566388
3000,0.08,2,3119.76088,5640.460486230458
3000,0.09,1,3000.22842,5524.156425867851
3000,0.09,2,3135.25554,5671.188931197701
3000,0.1,1,2999.82684,5437.736512979546
3000,0.1,2,3149.86532,5600.922430521872
3000,0.11,1,2999.78242,5377.114550089068
3000,0.11,2,3164.81472,5567.212183443435
3000,0.12,1,3000.31951,5381.391037270348
3000,0.12,2,3180.38977,5581.763546982476
3000,0.13,1,2999.86762,5323.392789463533
3000,0.13,2,3194.80773,5531.289555142727
3000,0.14,1,2999.6276,5278.60966433663
3000,0.14,2,3209.64795,5522.259993397093
3000,0.15,1,2999.86487,5236.639356276675
3000,0.15,2,3224.78346,5495.437624804761
3000,0.16,1,3000.20667,5211.430811819153
3000,0.16,2,3240.27053,5501.290216421282
3000,0.17,1,2999.85176,5148.45974950209
3000,0.17,2,3254.90721,5439.458514601001
3000,0.18,1,3000.1433,5118.010865218628
3000,0.18,2,3270.15943,5436.002652101588
3000,0.19,1,3000.33543,5066.296439679448
3000,0.19,2,3285.39416,5409.637774272156
3000,0.2,1,2999.87862,5065.243599331628
3000,0.2,2,3299.80473,5435.309652723633
3500,0.01,1,3500.15339,6930.0159216670745
3500,0.01,2,3517.67237,6947.6353249363265
3500,0.02,1,3499.91174,6888.288693059404
3500,0.02,2,3534.9598,6926.389147850841
3500,0.03,1,3499.95162,6784.987849254003
3500,0.03,2,3552.45839,6832.492793535795
3500,0.04,1,3500.27056,6775.4934322207655
3500,0.04,2,3570.30544,6837.303319439619
3500,0.05,1,3500.40245,6701.634420341778
3500,0.05,2,3587.86775,6796.54934543106
3500,0.06,1,3499.96483,6555.197425045416
3500,0.06,2,3604.98903,6663.121940878534
3500,0.07,1,3500.11066,6540.712681491335
3500,0.07,2,3622.62691,6669.983613688083
3500,0.08,1,3500.30539,6436.828635234238
3500,0.08,2,3640.34518,6578.1821125887145
3500,0.09,1,3500.17621,6455.654296578886
3500,0.09,2,3657.64726,6622.426378755963
3500,0.1,1,3499.60686,6397.089011830537
3500,0.1,2,3674.63203,6582.136549444587
3500,0.11,1,3500.3806,6309.449018130227
3500,0.11,2,3692.91129,6528.8756292922635
3500,0.12,1,3500.05862,6287.369257388135
3500,0.12,2,3710.04169,6511.332585269785
3500,0.13,1,3499.69373,6238.735896045974
3500,0.13,2,3727.30544,6501.55916199805
3500,0.14,1,3499.9093,6218.2300358103585
3500,0.14,2,3744.89335,6496.729043068073
3500,0.15,1,3499.91092,6080.753252286227
3500,0.15,2,3762.38385,6375.252681704406
3500,0.16,1,3499.94931,6065.136411887972
3500,0.16,2,3779.85836,6396.620224312719
3500,0.17,1,3500.08941,5999.565031502091
3500,0.17,2,3797.59375,6353.40076494515
3500,0.18,1,3500.27718,5924.9574608221765
3500,0.18,2,3815.31801,6301.5191148311
3500,0.19,1,3499.77371,5965.660919445123
3500,0.19,2,3832.38876,6347.852744189796
3500,0.2,1,3499.86395,5840.00646046176
3500,0.2,2,3849.86609,6261.21679027983
4000,0.01,1,3999.92654,7931.374257370831
4000,0.01,2,4019.92495,7954.402741524932
4000,0.02,1,4000.06418,7766.881249740128
4000,0.02,2,4040.05183,7808.43470799878
4000,0.03,1,3999.66287,7787.457787940981
4000,0.03,2,4059.70332,7849.700057978016
4000,0.04,1,4000.22867,7698.026380295008
4000,0.04,2,4080.25896,7787.708036798807
4000,0.05,1,4000.30524,7651.346342005522
4000,0.05,2,4100.32268,7764.574623363558
4000,0.06,1,3999.72329,7534.92069078285
4000,0.06,2,4119.68724,7672.5574667571
4000,0.07,1,3999.46198,7452.770062180205
4000,0.07,2,4139.41838,7613.824896424611
4000,0.08,1,3999.8576,7462.874530985305
4000,0.08,2,4159.82358,7621.419590179516
4000,0.09,1,4000.35189,7375.737880806629
4000,0.09,2,4180.37512,7574.264267628462
4000,0.1,1,4000.53847,7241.7843779036575
4000,0.1,2,4200.6043,7462.924530755228
4000,0.11,1,4000.0841,7208.787775067764
4000,0.11,2,4220.16086,7435.6859009193695
4000,0.12,1,4000.05488,7162.521653402106
4000,0.12,2,4240.00382,7428.906774475145
4000,0.13,1,4000.15509,7085.590212994018
4000,0.13,2,4260.19124,7376.3493307561
4000,0.14,1,3999.7426,7072.002905268992
4000,0.14,2,4279.75458,7382.6683557071565
4000,0.15,1,3999.94702,6943.654249662217
4000,0.15,2,4300.04744,7316.374973196121
4000,0.16,1,3999.79244,6888.6912457587605
4000,0.16,2,4319.74287,7253.2974071367325
4000,0.17,1,4000.03478,6929.01350048658
4000,0.17,2,4339.95124,7324.265005112481
4000,0.18,1,3999.92805,6809.177464972299
4000,0.18,2,4359.86384,7231.793698391294
4000,0.19,1,4000.34777,6724.79837401097
4000,0.19,2,4380.37484,7172.173716711518
4000,0.2,1,3999.99355,6708.554113938592
4000,0.2,2,4400.0152,7186.396452924515
4500,0.01,1,4499.83776,8927.368511868208
4500,0.01,2,4522.3437,8950.295053260665
4500,0.02,1,4499.71231,8770.326387727748
4500,0.02,2,4544.66528,8814.549048012132
4500,0.03,1,4499.89839,8784.407069478584
4500,0.03,2,4567.41543,8852.672714642395
4500,0.04,1,4500.10111,8626.726674034615
4500,0.04,2,4590.11431,8709.482878052939
4500,0.05,1,4500.21176,8573.045328155833
4500,0.05,2,4612.6972,8691.944971609482
4500,0.06,1,4500.13027,8518.73052703226
4500,0.06,2,4635.17471,8673.726463680046
4500,0.07,1,4500.00367,8451.4198507297
4500,0.07,2,4657.53404,8619.164372921916
4500,0.08,1,4500.37893,8320.184723902295
4500,0.08,2,4680.41782,8518.653732984772
4500,0.09,1,4499.83434,8215.235989124498
4500,0.09,2,4702.34696,8436.153260290741
4500,0.1,1,4500.01823,8169.064728314281
4500,0.1,2,4725.04372,8417.685365415418
4500,0.11,1,4500.20261,8101.576774955585
4500,0.11,2,4747.73612,8390.06568800234
4500,0.12,1,4500.31812,8024.774587411617
4500,0.12,2,4770.23748,8324.413167381186
4500,0.13,1,4499.6691,8005.440259592733
4500,0.13,2,4792.24119,8336.462622010116
4500,0.14,1,4499.79867,7908.621422445374
4500,0.14,2,4814.81851,8285.317184551737
4500,0.15,1,4499.88257,7838.939569590972
4500,0.15,2,4837.42693,8221.75289830394
4500,0.16,1,4500.04012,7789.3512838983515
4500,0.16,2,4859.87565,8198.564872725794
4500,0.17,1,4500.10766,7786.343312757487
4500,0.17,2,4882.46719,8246.174685250528
4500,0.18,1,4499.40951,7698.518736747703
4500,0.18,2,4904.39448,8178.186627395879
4500,0.19,1,4499.89014,7601.0146209266095
4500,0.19,2,4927.37599,8109.802219542069
4500,0.2,1,4499.47989,7562.066296250913
4500,0.2,2,4949.52121,8097.04416057755
5000,0.01,1,4999.54073,9856.940490472009
5000,0.01,2,5024.55316,9879.018224196667
5000,0.02,1,4999.04603,9779.663287872057
5000,0.02,2,5049.03705,9830.582683124268
5000,0.03,1,4999.74923,9673.808722494488
5000,0.03,2,5074.76656,9758.22762804213
5000,0.04,1,4999.68779,9679.278207697793
5000,0.04,2,5099.65193,9776.643803713328
5000,0.05,1,5000.09848,9573.623917928739
5000,0.05,2,5125.16629,9705.285150487534
5000,0.06,1,4999.99057,9532.141242487383
5000,0.06,2,5149.98369,9693.156135545207
5000,0.07,1,5000.2728,9327.967759837584
5000,0.07,2,5175.20789,9514.544817196205
5000,0.08,1,5000.19778,9270.797311044907
5000,0.08,2,5200.22807,9478.012274197912
5000,0.09,1,4999.54061,9151.668027508185
5000,0.09,2,5224.4995,9409.183551585324
5000,0.1,1,4999.96039,9069.681177859593
5000,0.1,2,5250.0117,9342.164504755241
5000,0.11,1,5000.20334,8992.16303447489
5000,0.11,2,5275.19399,9280.798025860116
5000,0.12,1,4999.63393,8970.764370398841
5000,0.12,2,5299.67006,9291.958219177928
5000,0.13,1,5000.16332,8855.157698154562
5000,0.13,2,5325.14723,9218.847881805952
5000,0.14,1,4999.40156,8762.384013408062
5000,0.14,2,5349.29777,9173.370776735135
5000,0.15,1,5000.03621,8709.082109656922
5000,0.15,2,5375.04855,9148.730800205269
5000,0.16,1,5000.43787,8656.323303095995
5000,0.16,2,5400.44949,9125.454063280471
5000,0.17,1,4999.96103,8640.558936928457
5000,0.17,2,5424.984,9144.23830638303
5000,0.18,1,4999.77395,8560.081812215483
5000,0.18,2,5449.81165,9090.83780265561
5000,0.19,1,4999.94773,8428.560803455144
5000,0.19,2,5474.96673,8994.921272319863
5000,0.2,1,5000.03251,8378.28513595135
5000,0.2,2,5500.06929,8974.964958545364
5500,0.01,1,5499.88639,10999.847681244459
5500,0.01,2,5527.37545,11029.4517618152
5500,0.02,1,5499.95805,10748.830518502495
5500,0.02,2,5554.958,10803.582651826397
5500,0.03,1,5499.77161,10643.761945627273
5500,0.03,2,5582.23824,10735.186773570227
5500,0.04,1,5500.15176,10620.284491747341
5500,0.04,2,5610.18501,10733.80409934132
5500,0.05,1,5500.37544,10499.68672167339
5500,0.05,2,5637.87006,10643.073926335534
5500,0.06,1,5500.3189,10430.912671916738
5500,0.06,2,5665.32688,10594.235471819835
5500,0.07,1,5500.53896,10292.105983178193
5500,0.07,2,5693.01123,10494.03820426921
5500,0.08,1,5499.76681,10198.371936131583
5500,0.08,2,5719.79368,10446.457636634224
5500,0.09,1,5499.80313,10137.356665769876
5500,0.09,2,5747.36294,10395.150366060323
5500,0.1,1,5499.99732,10029.25282534582
5500,0.1,2,5774.90407,10319.654483980054
5500,0.11,1,5500.62735,9906.971451692203
5500,0.11,2,5803.04206,10259.288103837605
5500,0.12,1,5500.30327,9870.995587262592
5500,0.12,2,5830.277,10245.622587226024
5500,0.13,1,5500.12388,9767.5703294487
5500,0.13,2,5857.62111,10179.160983977785
5500,0.14,1,5499.63185,9698.704462622094
5500,0.14,2,5884.67243,10131.071118605962
5500,0.15,1,5500.05708,9537.060432477905
5500,0.15,2,5912.4401,10017.321945209338
5500,0.16,1,5499.83285,9532.18917276943
5500,0.16,2,5939.7563,10037.236702676964
5500,0.17,1,5500.27927,9472.567803945165
5500,0.17,2,5967.66225,10000.98162475398
5500,0.18,1,5500.04751,9454.892681726693
5500,0.18,2,5995.22969,10046.632818832044
5500,0.19,1,5500.32517,9340.598020451147
5500,0.19,2,6022.95505,9945.416243659834
5500,0.2,1,5499.87409,9233.095207623417
5500,0.2,2,6049.98314,9877.027186012261
6000,0.01,1,5999.51548,11955.966360033126
6000,0.01,2,6029.53122,11987.605181363353
6000,0.02,1,5999.98004,11812.31958479422
6000,0.02,2,6060.0034,11871.764186082033
6000,0.03,1,6000.63103,11692.178592924853
6000,0.03,2,6090.63452,11785.301457384114
6000,0.04,1,6000.03907,11499.991903454182
6000,0.04,2,6120.08394,11626.49671904355
6000,0.05,1,6000.05462,11486.883225487916
6000,0.05,2,6150.04939,11650.18353246302
6000,0.06,1,5999.45762,11285.241276348439
6000,0.06,2,6179.36603,11487.762489664105
6000,0.07,1,5999.96765,11198.714570622196
6000,0.07,2,6209.91597,11426.794216901415
6000,0.08,1,6000.07004,11140.893143329778
6000,0.08,2,6240.09386,11406.302733327739
6000,0.09,1,5999.39803,10955.31921531163
6000,0.09,2,6269.4028,11257.088523045193
6000,0.1,1,5999.77994,10960.406457661204
6000,0.1,2,6299.82779,11263.562209337757
6000,0.11,1,5999.87219,10823.3755683596
6000,0.11,2,6329.8703,11179.950897419036
6000,0.12,1,6000.12483,10764.467352144675
6000,0.12,2,6360.04956,11167.74248123066
6000,0.13,1,6000.0608,10623.989643256275
6000,0.13,2,6390.05005,11070.743852436044
6000,0.14,1,5999.70003,10518.880556804786
6000,0.14,2,6419.55648,10996.430854317961
6000,0.15,1,6000.27293,10517.05088972408
6000,0.15,2,6450.30499,11051.541106511057
6000,0.16,1,5999.43758,10367.232336066814
6000,0.16,2,6479.39271,10918.320332059391
6000,0.17,1,5999.9017,10360.74482456038
6000,0.17,2,6509.85202,10976.037962299233
6000,0.18,1,5999.87338,10257.60034337907
6000,0.18,2,6539.89343,10920.856561401744
6000,0.19,1,5999.76105,10126.88302172774
6000,0.19,2,6569.86721,10791.844435260351
6000,0.2,1,5999.77596,10132.246108539484
6000,0.2,2,6599.67463,10851.2757571206
6500,0.01,1,6499.9473,12834.200164711825
6500,0.01,2,6532.4473,12859.471577425857
6500,0.02,1,6500.02349,12689.947877699062
6500,0.02,2,6565.06125,12753.378752225906
6500,0.03,1,6500.49442,12569.853087394527
6500,0.03,2,6597.99429,12670.857345969294
6500,0.04,1,6499.57165,12566.491071188118
6500,0.04,2,6629.61743,12701.353283728095
6500,0.05,1,6499.88317,12361.566336414387
6500,0.05,2,6662.40787,12534.111093173813
6500,0.06,1,6500.04192,12268.367006384504
6500,0.06,2,6695.02261,12485.880677594716
6500,0.07,1,6500.03871,12084.7276988128
6500,0.07,2,6727.55926,12318.707195324505
6500,0.08,1,6499.65274,12080.18117230435
6500,0.08,2,6759.71774,12359.874308035454
6500,0.09,1,6500.30347,11934.9653256123
6500,0.09,2,6792.8057,12233.990067410761
6500,0.1,1,6499.56529,11874.620503420865
6500,0.1,2,6824.48841,12242.698232654377
6500,0.11,1,6499.81969,11675.182950133367
6500,0.11,2,6857.32506,12085.829634293043
6500,0.12,1,6499.91996,11585.044224040614
6500,0.12,2,6889.94591,12037.816582437603
6500,0.13,1,6499.95063,11551.461767221652
6500,0.13,2,6922.54499,12026.739043290527
6500,0.14,1,6500.1541,11545.772150911655
6500,0.14,2,6955.19478,12053.521155963284
6500,0.15,1,6500.28758,11336.390461648414
6500,0.15,2,6987.73047,11918.099424573418
6500,0.16,1,6499.75358,11338.716144345035
6500,0.16,2,7019.77301,11932.12602680014
6500,0.17,1,6499.55261,11112.440336586578
6500,0.17,2,7052.02215,11760.13642074168
6500,0.18,1,6499.489,11131.72029620313
6500,0.18,2,7084.51527,11794.669733524393
6500,0.19,1,6499.94119,10995.815189535713
6500,0.19,2,7117.34141,11679.419203404213
6500,0.2,1,6500.27323,10933.767693043974
6500,0.2,2,7150.39279,11708.204488060892
7000,0.01,1,7000.33131,13904.304266726682
7000,0.01,2,7035.34802,13935.339615475807
7000,0.02,1,7000.06062,13786.72011241685
7000,0.02,2,7070.05472,13854.936155083195
7000,0.03,1,6999.26869,13531.113286816346
7000,0.03,2,7104.25387,13640.295702979842
7000,0.04,1,6999.97385,13523.663822815655
7000,0.04,2,7139.92862,13640.779132686746
7000,0.05,1,6999.60074,13360.26269407947
7000,0.05,2,7174.5958,13542.462446984633
7000,0.06,1,7000.56345,13174.49401903776
7000,0.06,2,7210.54109,13397.309064702591
7000,0.07,1,6999.44915,13124.254216819514
7000,0.07,2,7244.45862,13383.7066847625
7000,0.08,1,6999.28475,12969.282160259145
7000,0.08,2,7279.37477,13263.138128828663
7000,0.09,1,7000.17103,12809.287191611069
7000,0.09,2,7315.06836,13138.693193842299
7000,0.1,1,6999.97979,12785.229173847358
7000,0.1,2,7350.07593,13166.750332138321
7000,0.11,1,6999.80948,12544.9531716609
7000,0.11,2,7384.76516,12997.90546922907
7000,0.12,1,7000.50749,12606.121865118044
7000,0.12,2,7420.51311,13079.399282120514
7000,0.13,1,6999.94142,12350.783896222534
7000,0.13,2,7454.84033,12854.72626275373
7000,0.14,1,7000.16858,12365.16239240737
7000,0.14,2,7490.19318,12941.19679345554
7000,0.15,1,7000.04857,12193.978050735628
7000,0.15,2,7524.98572,12785.968555767193
7000,0.16,1,7000.40888,12210.803005175443
7000,0.16,2,7560.5363,12838.803790348053
7000,0.17,1,7000.21419,12059.030542949307
7000,0.17,2,7595.1622,12742.131932479117
7000,0.18,1,7000.17612,11974.18212356679
7000,0.18,2,7630.11914,12709.047396134194
7000,0.19,1,7000.10392,11839.223272866377
7000,0.19,2,7665.01508,12588.553158125236
7000,0.2,1,6999.76851,11806.757209951853
7000,0.2,2,7699.91028,12628.247252793995
7500,0.01,1,7499.70909,14828.253443906466
7500,0.01,2,7537.19648,14866.151757127296
7500,0.02,1,7499.37357,14719.321828673268
7500,0.02,2,7574.39786,14791.049337914701
7500,0.03,1,7500.10891,14588.515513767585
7500,0.03,2,7612.64364,14712.624173792183
7500,0.04,1,7499.94541,14347.252882460913
7500,0.04,2,7649.9841,14494.06550784519
7500,0.05,1,7500.22284,14271.011052444792
7500,0.05,2,7687.67659,14467.984575817782
7500,0.06,1,7499.94485,14220.541793895574
7500,0.06,2,7725.06172,14436.237813019312
7500,0.07,1,7499.81918,14058.098965117395
7500,0.07,2,7762.32088,14335.995875984549
7500,0.08,1,7499.99409,13963.386108932937
7500,0.08,2,7799.98825,14270.84576039517
7500,0.09,1,7500.58114,13701.675113051553
7500,0.09,2,7838.09767,14097.851469085708
7500,0.1,1,7500.54598,13642.583691676493
7500,0.1,2,7875.57592,14045.629472448247
7500,0.11,1,7500.19685,13517.537215449713
7500,0.11,2,7912.62086,13979.733870199312
7500,0.12,1,7500.31726,13497.14377753014
7500,0.12,2,7950.26846,14008.299252221044
7500,0.13,1,7499.52974,13282.332558857832
7500,0.13,2,7987.03938,13798.319672412554
7500,0.14,1,7499.65797,13275.131376792617
7500,0.14,2,8024.65878,13877.1320802325
7500,0.15,1,7499.68075,13121.776847205936
7500,0.15,2,8062.29007,13753.470364098543
7500,0.16,1,7500.26835,13029.279051068032
7500,0.16,2,8100.27509,13711.450990001746
7500,0.17,1,7499.24401,12920.854737667669
7500,0.17,2,8136.87438,13641.40629367863
7500,0.18,1,7499.97912,12785.151335539036
7500,0.18,2,8174.89693,13598.361210187215
7500,0.19,1,7500.09364,12680.222993780048
7500,0.19,2,8212.4648,13527.86385959469
7500,0.2,1,7499.79508,12624.974577539433
7500,0.2,2,8249.68089,13530.799666804594
8000,0.01,1,8000.26362,15845.525019745997
8000,0.01,2,8040.23972,15887.351467836861
8000,0.02,1,7999.7406,15704.312954769595
8000,0.02,2,8079.67639,15781.051137079083
8000,0.03,1,8000.2873,15501.182910538815
8000,0.03,2,8120.29397,15608.52477688975
